Indicator,  Merchandise exports by product group and destination – annual (Million US dollar),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Other Africa,SI3_AGG - AGFO - Food,North America,,,584,644,729,816,1021,1112,1031,996,1436,1625,1719,2140,2679,1754,1899,2142,2344,2594,
Other Africa,SI3_AGG - AGFO - Food,Other Africa,,,1555,1787,1922,2395,2805,2961,3357,4276,5240,5842,6880,8617,9253,9431,9746,8728,8338,9519,
Other Africa,SI3_AGG - AGFO - Food,Other Asia,,,262,257,159,309,411,417,600,659,752,896,1252,1584,1851,1968,2122,1759,2791,3105,
Other Africa,SI3_AGG - AGFO - Food,Other CIS,,,9,20,12,29,60,56,67,77,168,141,148,198,217,178,155,136,116,92,
Other Africa,SI3_AGG - AGFO - Food,Russian Federation,,,151,162,247,264,265,357,268,356,493,481,498,750,634,712,712,668,650,759,
Other Africa,SI3_AGG - AGFO - Food,Six East Asian traders,,,173,189,154,220,310,297,339,492,509,456,595,991,1422,1252,1327,1154,1558,1855,
Other Africa,SI3_AGG - AGFO - Food,South Africa,,,520,590,341,500,567,613,751,768,671,769,1043,1457,1976,2011,1882,1749,1769,2004,
Other Africa,SI3_AGG - AGFO - Food,South and Central America and the Caribbean,,,72,38,40,65,49,54,75,157,317,1511,589,936,1497,223,220,209,411,404,
Other Africa,SI3_AGG - AGFO - Food,United States of America,,,520,588,657,735,866,1010,883,828,1239,1392,1423,1820,2418,1464,1600,1801,1971,2012,
Other Africa,SI3_AGG - AGFOFI - Fish,World,,,2573,2576,2714,3081,3007,3270,3697,3999,4133,4114,3776,4274,4672,5002,4953,4649,4999,5808,
Other Africa,SI3_AGG - AGFOFI - Fish,Africa,,,165,204,163,300,298,350,353,489,404,438,559,605,754,769,916,806,803,798,
Other Africa,SI3_AGG - AGFOFI - Fish,Asia,,,492,397,474,409,357,399,456,356,466,421,465,497,726,671,665,682,755,874,
Other Africa,SI3_AGG - AGFOFI - Fish,Australia and New Zealand,,,14,16,13,24,15,18,18,18,14,14,20,21,14,15,8,9,8,12,
Other Africa,SI3_AGG - AGFOFI - Fish,Brazil,,,0,0,0,4,1,2,13,13,25,20,29,13,27,30,15,9,45,50,
Other Africa,SI3_AGG - AGFOFI - Fish,China,,,19,16,17,36,23,14,17,17,16,14,24,24,74,90,72,80,81,128,
Other Africa,SI3_AGG - AGFOFI - Fish,"Commonwealth of Independent States (CIS), including associate and former member States",,,1,1,1,6,1,7,10,13,8,7,14,41,48,72,82,59,80,96,
Other Africa,SI3_AGG - AGFOFI - Fish,Europe,,,1808,1821,1949,2204,2193,2342,2680,2941,3013,2723,2492,2867,2699,3172,3005,2846,3066,3678,
Other Africa,SI3_AGG - AGFOFI - Fish,Four East Asian traders,,,29,26,49,62,35,45,42,55,57,55,72,97,110,149,203,194,230,239,
Other Africa,SI3_AGG - AGFOFI - Fish,India,,,0,1,0,0,0,3,5,0,0,0,0,1,0,0,8,55,2,1,
Other Africa,SI3_AGG - AGFOFI - Fish,Japan,,,413,321,373,269,254,287,345,223,339,293,283,312,471,330,298,247,344,385,
Other Africa,SI3_AGG - AGFOFI - Fish,Least-developed countries,,,35,40,50,63,96,154,165,158,182,172,228,245,262,262,317,281,245,266,
Other Africa,SI3_AGG - AGFOFI - Fish,Mexico,,,0,0,0,1,1,0,0,0,0,0,1,1,1,2,1,2,2,2,
Other Africa,SI3_AGG - AGFOFI - Fish,Middle East,,,47,83,49,86,65,72,107,107,114,125,124,123,133,134,145,127,142,169,
Other Africa,SI3_AGG - AGFOFI - Fish,Non-EU south-eastern Europe,,,0,2,1,1,3,11,15,11,13,9,8,10,15,17,23,27,24,26,
Other Africa,SI3_AGG - AGFOFI - Fish,Non-EU western Europe,,,9,16,18,8,8,22,12,4,3,5,11,10,12,33,12,7,3,4,
Other Africa,SI3_AGG - AGFOFI - Fish,North America,,,54,56,65,57,50,47,45,45,49,55,51,55,69,80,77,81,87,115,
Other Africa,SI3_AGG - AGFOFI - Fish,Other Africa,,,110,147,130,257,236,284,288,433,345,354,417,477,586,614,764,665,651,658,
Other Africa,SI3_AGG - AGFOFI - Fish,Other Asia,,,16,17,22,19,29,32,28,43,39,45,66,42,56,88,76,97,90,109,
Other Africa,SI3_AGG - AGFOFI - Fish,Other CIS,,,0,0,0,0,1,3,2,1,2,1,6,15,21,19,15,7,8,9,
Other Africa,SI3_AGG - AGFOFI - Fish,Russian Federation,,,1,0,1,5,0,4,8,12,6,6,8,26,28,53,67,52,72,86,
Other Africa,SI3_AGG - AGFOFI - Fish,Six East Asian traders,,,43,41,64,73,57,69,60,83,85,87,108,117,133,191,234,256,277,298,
Other Africa,SI3_AGG - AGFOFI - Fish,South Africa,,,54,58,33,43,62,66,65,56,59,84,143,129,168,155,153,141,152,140,
Other Africa,SI3_AGG - AGFOFI - Fish,South and Central America and the Caribbean,,,2,6,7,12,12,10,23,27,46,329,62,77,233,87,40,28,61,71,
Other Africa,SI3_AGG - AGFOFI - Fish,United States of America,,,52,54,63,52,43,41,41,41,45,50,47,49,60,70,69,73,76,85,
Other Africa,SI3_AGG - AGFOOF - Other food products,World,,,8865,9040,9672,11777,14185,14674,16211,18649,23333,26041,28941,34534,37559,36694,35864,35874,37125,39350,
Other Africa,SI3_AGG - AGFOOF - Other food products,Africa,,,1910,2173,2101,2594,3075,3224,3755,4556,5508,6174,7363,9468,10475,10673,10711,9672,9305,10724,
Other Africa,SI3_AGG - AGFOOF - Other food products,Asia,,,912,835,630,928,1323,1393,1579,1750,2133,2361,3005,3930,5070,4817,5764,5567,6038,6222,
Other Africa,SI3_AGG - AGFOOF - Other food products,Australia and New Zealand,,,29,27,58,85,101,100,84,116,110,114,125,77,61,69,66,60,64,85,
Other Africa,SI3_AGG - AGFOOF - Other food products,Brazil,,,35,14,19,35,19,27,31,90,119,122,94,221,225,86,113,109,260,265,
Other Africa,SI3_AGG - AGFOOF - Other food products,China,,,87,108,25,38,149,228,241,242,255,446,491,671,778,686,927,823,571,873,
Other Africa,SI3_AGG - AGFOOF - Other food products,"Commonwealth of Independent States (CIS), including associate and former member States",,,159,181,258,287,324,407,325,421,654,614,632,907,803,819,785,745,686,755,
Other Africa,SI3_AGG - AGFOOF - Other food products,Europe,,,4621,4641,5274,6376,7453,7367,8209,9323,10927,11007,11908,13084,13558,14193,12964,13367,14264,14157,
Other Africa,SI3_AGG - AGFOOF - Other food products,Four East Asian traders,,,114,140,78,120,160,116,118,174,178,168,262,418,758,424,537,410,432,506,
Other Africa,SI3_AGG - AGFOOF - Other food products,India,,,222,138,174,185,295,331,293,351,563,537,689,865,1163,1146,1753,2252,1896,1427,
Other Africa,SI3_AGG - AGFOOF - Other food products,Japan,,,213,183,158,209,235,234,272,251,313,244,251,357,514,610,436,359,374,334,
Other Africa,SI3_AGG - AGFOOF - Other food products,Least-developed countries,,,695,774,1147,1352,1426,1498,1952,2143,2639,3049,3740,4256,5112,5259,5274,4958,4429,4962,
Other Africa,SI3_AGG - AGFOOF - Other food products,Mexico,,,9,13,17,15,24,14,18,31,37,53,88,81,74,60,94,84,84,74,
Other Africa,SI3_AGG - AGFOOF - Other food products,Middle East,,,596,482,634,688,806,972,1098,1244,2097,2933,3416,3956,3528,4200,3420,4018,3999,4403,
Other Africa,SI3_AGG - AGFOOF - Other food products,Non-EU south-eastern Europe,,,78,81,113,104,215,168,224,290,364,444,433,380,458,722,652,711,722,736,
Other Africa,SI3_AGG - AGFOOF - Other food products,Non-EU western Europe,,,187,172,129,147,168,202,312,304,409,312,281,341,426,372,304,217,190,269,
Other Africa,SI3_AGG - AGFOOF - Other food products,North America,,,531,588,664,759,971,1065,986,951,1387,1570,1668,2085,2609,1674,1823,2061,2257,2478,
Other Africa,SI3_AGG - AGFOOF - Other food products,Other Africa,,,1444,1641,1793,2137,2570,2676,3069,3844,4895,5488,6463,8140,8666,8817,8982,8063,7687,8861,
Other Africa,SI3_AGG - AGFOOF - Other food products,Other Asia,,,246,240,137,290,382,385,572,616,713,851,1186,1542,1795,1881,2046,1662,2700,2996,
Other Africa,SI3_AGG - AGFOOF - Other food products,Other CIS,,,9,20,12,28,60,53,64,76,166,140,142,183,197,160,140,129,109,83,
Other Africa,SI3_AGG - AGFOOF - Other food products,Russian Federation,,,150,162,246,258,264,353,261,344,487,474,490,724,606,659,645,616,577,672,
Other Africa,SI3_AGG - AGFOOF - Other food products,Six East Asian traders,,,131,148,90,147,254,228,279,408,424,370,487,874,1289,1061,1092,898,1282,1557,
Other Africa,SI3_AGG - AGFOOF - Other food products,South Africa,,,465,532,308,457,505,547,686,712,613,686,900,1328,1808,1856,1729,1609,1618,1863,
Other Africa,SI3_AGG - AGFOOF - Other food products,South and Central America and the Caribbean,,,71,32,33,53,37,44,52,129,271,1181,528,859,1265,136,180,181,350,333,
Other Africa,SI3_AGG - AGFOOF - Other food products,United States of America,,,468,534,594,683,824,968,842,787,1194,1342,1377,1771,2359,1394,1530,1729,1895,1927,
Other Africa,SI3_AGG - AGRA - Raw materials,World,,,3529,3237,3382,4618,5187,5318,5776,6373,7093,6197,8080,9682,17478,12428,9631,7807,7723,7939,
Other Africa,SI3_AGG - AGRA - Raw materials,Africa,,,600,324,451,868,871,805,875,944,894,886,1077,1397,1332,1033,977,839,735,810,
Other Africa,SI3_AGG - AGRA - Raw materials,Asia,,,965,991,1111,1557,1798,1629,1914,1762,2127,1932,2776,3440,6581,5191,4929,3582,3941,3979,
Other Africa,SI3_AGG - AGRA - Raw materials,Australia and New Zealand,,,4,3,6,6,5,4,6,10,12,6,69,157,234,177,202,101,92,93,
Other Africa,SI3_AGG - AGRA - Raw materials,Brazil,,,46,23,18,10,5,2,19,31,14,15,24,26,90,76,42,27,18,26,
Other Africa,SI3_AGG - AGRA - Raw materials,China,,,261,251,317,564,652,831,840,834,898,878,1263,1541,2938,1948,2015,1438,1627,2013,
Other Africa,SI3_AGG - AGRA - Raw materials,"Commonwealth of Independent States (CIS), including associate and former member States",,,3,3,5,5,7,10,26,25,35,24,48,95,56,226,63,60,56,68,
Other Africa,SI3_AGG - AGRA - Raw materials,Europe,,,1706,1734,1632,1954,2186,2521,2578,3156,3375,2778,3041,3458,7390,4950,2985,2725,2448,2452,
Other Africa,SI3_AGG - AGRA - Raw materials,Four East Asian traders,,,168,181,164,224,221,147,158,135,136,175,156,255,664,483,355,311,274,281,
Other Africa,SI3_AGG - AGRA - Raw materials,India,,,241,261,243,270,235,184,159,270,320,264,375,365,778,477,433,517,752,342,
Other Africa,SI3_AGG - AGRA - Raw materials,Japan,,,57,42,45,45,76,41,42,42,74,49,57,175,796,686,536,95,48,52,
Other Africa,SI3_AGG - AGRA - Raw materials,Least-developed countries,,,246,109,189,386,392,411,390,385,358,338,488,445,544,417,514,437,512,532,
Other Africa,SI3_AGG - AGRA - Raw materials,Mexico,,,6,7,5,2,1,3,4,7,12,10,16,13,23,20,31,19,15,44,
Other Africa,SI3_AGG - AGRA - Raw materials,Middle East,,,46,50,47,73,86,103,112,137,217,241,338,351,289,283,258,264,186,201,
Other Africa,SI3_AGG - AGRA - Raw materials,Non-EU south-eastern Europe,,,76,46,66,59,71,71,76,106,102,99,134,191,134,192,137,144,126,171,
Other Africa,SI3_AGG - AGRA - Raw materials,Non-EU western Europe,,,97,82,59,84,134,122,89,152,115,260,156,144,148,133,151,108,125,125,
Other Africa,SI3_AGG - AGRA - Raw materials,North America,,,128,94,109,117,148,191,204,253,289,203,308,471,505,640,353,288,297,380,
Other Africa,SI3_AGG - AGRA - Raw materials,Other Africa,,,434,218,294,729,616,598,621,639,618,688,802,872,805,600,662,608,530,574,
Other Africa,SI3_AGG - AGRA - Raw materials,Other Asia,,,233,252,336,448,609,421,710,471,687,559,858,947,1172,1420,1387,1120,1148,1197,
Other Africa,SI3_AGG - AGRA - Raw materials,Other CIS,,,0,1,1,2,3,4,17,16,22,11,24,66,29,183,25,20,24,25,
Other Africa,SI3_AGG - AGRA - Raw materials,Russian Federation,,,2,2,4,3,4,7,9,9,12,13,24,30,28,43,38,39,32,43,
Other Africa,SI3_AGG - AGRA - Raw materials,Six East Asian traders,,,292,300,279,387,412,296,278,247,429,369,416,728,1236,1251,999,809,654,824,
Other Africa,SI3_AGG - AGRA - Raw materials,South Africa,,,166,106,156,139,255,207,253,305,276,198,274,526,527,432,315,232,205,236,
Other Africa,SI3_AGG - AGRA - Raw materials,South and Central America and the Caribbean,,,61,32,24,31,19,20,40,62,87,103,433,464,1320,98,59,40,40,44,
Other Africa,SI3_AGG - AGRA - Raw materials,United States of America,,,116,82,99,109,137,174,179,215,240,163,253,403,448,515,289,247,252,269,
Other Africa,SI3_AGG - MA - Manufactures,World,,,21862,22349,24683,28360,33723,37369,42740,47337,59984,49582,59732,67701,69690,75097,80404,66451,68390,70817,
Other Africa,SI3_AGG - MA - Manufactures,Africa,,,3142,3597,4883,4664,6025,6933,8128,9971,13899,14321,16920,17106,18751,22095,20240,17691,17918,17176,
Other Africa,SI3_AGG - MA - Manufactures,Asia,,,978,868,1172,1561,1406,1709,3410,1875,4906,3705,4813,5927,5763,5213,7457,5255,6134,6850,
Other Africa,SI3_AGG - MA - Manufactures,Australia and New Zealand,,,40,47,55,59,87,96,152,81,166,49,339,828,950,788,942,418,423,435,
Other Africa,SI3_AGG - MA - Manufactures,Brazil,,,79,94,134,208,289,248,267,517,1124,409,780,1269,1338,1377,999,673,666,775,
Other Africa,SI3_AGG - MA - Manufactures,China,,,56,64,229,120,165,175,189,222,435,757,747,748,987,881,765,457,533,765,
Other Africa,SI3_AGG - MA - Manufactures,"Commonwealth of Independent States (CIS), including associate and former member States",,,57,62,44,55,30,42,50,94,135,83,104,230,221,197,223,153,134,191,
Other Africa,SI3_AGG - MA - Manufactures,Europe,,,15251,15207,15767,18717,21685,23224,25213,29073,31267,24321,28631,33752,33678,35408,39277,31896,32611,34399,
Other Africa,SI3_AGG - MA - Manufactures,Four East Asian traders,,,85,57,98,672,261,215,323,235,593,631,641,672,876,946,1700,1004,1440,1766,
Other Africa,SI3_AGG - MA - Manufactures,India,,,532,473,583,518,646,780,885,935,2286,1373,1835,2136,1680,1481,2706,2162,2621,2746,
Other Africa,SI3_AGG - MA - Manufactures,Japan,,,93,74,59,66,57,73,40,68,141,85,109,170,150,109,117,89,117,108,
Other Africa,SI3_AGG - MA - Manufactures,Least-developed countries,,,1269,1238,1911,2223,2379,2760,4271,4489,6953,5798,6507,7969,8472,9379,9156,7808,8205,8309,
Other Africa,SI3_AGG - MA - Manufactures,Mexico,,,16,12,21,33,42,27,23,20,52,54,69,51,36,46,67,57,68,53,
Other Africa,SI3_AGG - MA - Manufactures,Middle East,,,560,629,723,636,948,1390,1627,1921,4152,3246,3725,4675,4250,5363,6281,5381,5089,5754,
Other Africa,SI3_AGG - MA - Manufactures,Non-EU south-eastern Europe,,,126,120,140,212,249,329,406,536,1184,1099,1518,1824,1693,2442,2236,2004,2089,2176,
Other Africa,SI3_AGG - MA - Manufactures,Non-EU western Europe,,,558,104,210,212,275,258,299,356,495,343,386,427,514,495,662,587,611,635,
Other Africa,SI3_AGG - MA - Manufactures,North America,,,1543,1428,1674,2213,2727,2961,3055,3256,3247,2711,3222,3681,3900,3879,4207,3873,4086,4369,
Other Africa,SI3_AGG - MA - Manufactures,Other Africa,,,2331,2854,4017,3721,4302,5681,6858,7808,11216,11636,13676,13880,16159,18382,16185,14197,14495,13858,
Other Africa,SI3_AGG - MA - Manufactures,Other Asia,,,172,153,147,126,189,370,1821,334,1284,810,1142,1372,1121,1008,1227,1125,1001,1030,
Other Africa,SI3_AGG - MA - Manufactures,Other CIS,,,27,11,4,5,22,19,10,19,32,35,45,102,97,89,98,57,50,50,
Other Africa,SI3_AGG - MA - Manufactures,Russian Federation,,,30,50,40,50,8,23,39,76,103,48,59,128,124,108,125,96,84,141,
Other Africa,SI3_AGG - MA - Manufactures,Six East Asian traders,,,171,118,139,711,297,289,400,313,814,764,792,925,1079,1140,1873,1206,1595,1937,
Other Africa,SI3_AGG - MA - Manufactures,South Africa,,,811,744,865,942,1723,1252,1270,2163,2683,2685,3243,3227,2591,3713,4055,3493,3424,3319,
Other Africa,SI3_AGG - MA - Manufactures,South and Central America and the Caribbean,,,148,129,182,246,380,367,388,647,1481,695,1419,1592,1677,1622,1290,889,933,1044,
Other Africa,SI3_AGG - MA - Manufactures,United States of America,,,1262,1132,1295,1823,2158,2322,2247,2399,2880,2511,2905,3451,3444,3467,3689,3446,3591,3356,
Other Africa,SI3_AGG - MACH - Chemicals,World,,,3144,3552,3857,4474,5137,5716,6659,8486,15298,9610,12870,14699,15027,15215,15615,12921,13319,13542,
Other Africa,SI3_AGG - MACH - Chemicals,Africa,,,794,1117,1330,955,1722,1588,1935,2390,3807,3041,3680,4124,4745,5049,4926,4419,4645,4922,
Other Africa,SI3_AGG - MACH - Chemicals,Asia,,,607,593,701,1202,836,1142,1166,1163,3631,2070,2714,3182,2584,1957,2368,1830,1844,1625,
Other Africa,SI3_AGG - MACH - Chemicals,Australia and New Zealand,,,24,37,40,43,67,73,86,37,127,18,16,80,29,11,68,5,28,27,
Other Africa,SI3_AGG - MACH - Chemicals,Brazil,,,69,87,126,200,279,237,253,486,1062,339,684,1062,1212,1291,923,615,607,698,
Other Africa,SI3_AGG - MACH - Chemicals,China,,,25,44,43,71,67,79,94,78,233,318,202,141,289,235,196,92,95,198,
Other Africa,SI3_AGG - MACH - Chemicals,"Commonwealth of Independent States (CIS), including associate and former member States",,,41,49,37,47,3,10,7,19,28,21,40,95,102,79,93,80,65,102,
Other Africa,SI3_AGG - MACH - Chemicals,Europe,,,1210,1285,1235,1584,1725,1944,2507,3372,4671,2857,4119,4573,4586,5161,5486,4356,4188,4199,
Other Africa,SI3_AGG - MACH - Chemicals,Four East Asian traders,,,11,10,15,571,4,5,16,8,13,48,70,52,51,36,140,60,62,88,
Other Africa,SI3_AGG - MACH - Chemicals,India,,,481,407,500,448,568,709,751,781,2096,1187,1567,1841,1417,1022,1139,1015,1092,689,
Other Africa,SI3_AGG - MACH - Chemicals,Japan,,,2,2,2,2,2,2,4,8,22,6,11,23,7,10,9,3,12,5,
Other Africa,SI3_AGG - MACH - Chemicals,Least-developed countries,,,399,327,475,560,647,747,950,1009,1643,1487,2010,2431,2593,2804,3023,2603,2757,2797,
Other Africa,SI3_AGG - MACH - Chemicals,Mexico,,,12,9,18,28,37,15,10,5,29,39,49,30,15,19,31,22,31,21,
Other Africa,SI3_AGG - MACH - Chemicals,Middle East,,,269,218,221,235,257,344,341,375,1038,732,687,698,712,837,915,814,771,861,
Other Africa,SI3_AGG - MACH - Chemicals,Non-EU south-eastern Europe,,,94,95,105,151,181,236,310,397,751,622,930,1082,1051,1335,1175,985,1035,1200,
Other Africa,SI3_AGG - MACH - Chemicals,Non-EU western Europe,,,4,2,9,10,10,24,35,71,49,24,24,31,39,54,114,58,46,131,
Other Africa,SI3_AGG - MACH - Chemicals,North America,,,74,121,134,189,212,293,257,464,657,276,501,656,741,585,665,615,761,783,
Other Africa,SI3_AGG - MACH - Chemicals,Other Africa,,,705,1062,1271,917,1111,1418,1817,1734,3039,2452,2950,3421,3908,4032,4071,3594,3872,3959,
Other Africa,SI3_AGG - MACH - Chemicals,Other Asia,,,66,92,101,68,128,275,215,251,1139,493,848,1046,792,643,817,654,556,618,
Other Africa,SI3_AGG - MACH - Chemicals,Other CIS,,,18,3,2,2,2,5,5,6,8,9,21,35,49,31,39,25,19,23,
Other Africa,SI3_AGG - MACH - Chemicals,Russian Federation,,,23,46,35,44,1,5,2,13,20,12,19,60,53,48,54,55,46,79,
Other Africa,SI3_AGG - MACH - Chemicals,Six East Asian traders,,,19,24,32,585,21,46,55,58,179,134,132,142,114,86,189,94,102,147,
Other Africa,SI3_AGG - MACH - Chemicals,South Africa,,,90,55,59,38,611,170,118,656,768,589,730,703,837,1017,855,824,773,963,
Other Africa,SI3_AGG - MACH - Chemicals,South and Central America and the Caribbean,,,111,109,164,219,300,301,353,584,1220,456,869,1207,1409,1416,1016,662,765,880,
Other Africa,SI3_AGG - MACH - Chemicals,United States of America,,,61,110,111,158,135,211,197,433,624,207,417,609,641,465,566,516,660,677,
Other Africa,SI3_AGG - MACHOC - Other chemicals,World,,,3016,3431,3722,4316,4964,5504,6428,8160,14858,9124,,,,,,,,,
Other Africa,SI3_AGG - MACHOC - Other chemicals,Africa,,,727,1059,1273,871,1628,1490,1820,2218,3587,2815,3461,,,,,,,,
Other Africa,SI3_AGG - MACHOC - Other chemicals,Asia,,,605,591,697,1197,833,1136,1160,1153,3609,2039,,,,,,,,,
Other Africa,SI3_AGG - MACHOC - Other chemicals,Australia and New Zealand,,,24,37,40,43,67,70,85,37,127,18,,,,,,,,,
