country_1,Genre_1,Genre_2,Genre_3,imdb_title_id,title,year,date_published,duration,language,director,writer,production_company,avg_vote,votes,reviews_from_users,reviews_from_critics,weighted_average_vote,total_votes,males_allages_avg_vote,males_allages_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes
Japan,Crime, Horror, Sci-Fi,tt0244975,Anaza hevun,2000,2000-04-29,132,Japanese,Jôji Iida,Jôji Iida,Basara Pictures,6.0,683,19,21,6.0,683,6.0,430,6.1,17,6.0,240,6.0,164,6.5,71,5.2,9,6.4,38,6.9,22,5.6,35,6.0,182,6.0,300
USA,Action, Horror, Thriller,tt0245120,The Forsaken,2001,2001-04-27,90,English,J.S. Cardone,J.S. Cardone,Screen Gems,5.3,8076,126,59,5.3,8076,5.2,5029,5.6,389,5.2,3126,5.4,1419,5.6,1315,5.8,224,5.5,828,5.8,233,5.0,216,5.5,2464,5.1,3498
USA,Action, Comedy, Horror,tt0245400,Runaway Nightmare,1982,1982-01-01,105,English,Mike Cartel,Mike Cartel,Pepperbox Productions,5.2,113,6,33,5.2,113,5.2,87,4.2,5,5.4,52,5.1,26,4.1,9,5.0,1,2.8,4,3.2,4,4.0,13,5.2,53,4.9,38
USA,Horror,,,tt0245567,Witchcraft,1988,1989-03-02,95,English,Rob Spera,Jody Savin,Vista Street Entertainment,3.2,604,16,11,3.2,604,3.3,420,3.9,34,3.3,254,3.0,123,3.3,76,2.1,14,4.0,27,3.6,33,3.3,45,3.4,219,3.0,253
USA,Horror, Thriller,,tt0245674,Thir13en Ghosts,2001,2002-03-15,91,English,Steve Beck,"Robb White, Neal Marshall Stevens",Warner Bros.,5.6,75567,483,125,5.6,75567,5.5,47983,5.5,9099,5.5,30276,5.6,7058,6.0,13433,6.1,4018,6.0,7453,6.3,1381,5.3,525,5.7,17298,5.5,35110
USA,Horror, Thriller,,tt0245866,Devil's Prey,2001,2001-03-08,88,English,Bradford May,"C. Courtney Joyner, Randall Frakes",American World Pictures (AWP),3.4,852,21,10,3.4,852,3.4,559,3.6,31,3.3,306,3.5,215,3.5,86,4.7,20,3.1,46,3.2,19,3.4,50,3.6,220,3.3,397
USA,Horror, Thriller,,tt0246000,Killer Instinct,2001,2001-08-14,88,English,Ken Barbet,"Bruce Cameron, Christopher Stone",A Plus Entertainment,4.1,328,16,7,4.1,328,3.9,191,4.2,7,3.3,88,4.4,92,4.8,43,4.0,1,4.6,19,5.1,23,4.0,29,4.3,168,3.6,62
USA,Horror,,,tt0246231,Shredder Orpheus,1990,1990-06-13,88,English,Robert McGinley,Robert McGinley,,5.0,105,9,6,5.0,105,4.8,75,5.0,2,5.1,52,3.9,21,6.8,9,1.0,1,7.0,6,8.5,2,2.9,13,5.4,49,4.7,29
USA,Action, Horror, Mystery,tt0247303,Down,2001,2001-09-06,111,English,Dick Maas,Dick Maas,First Floor Features,4.5,3875,72,41,4.5,3875,4.5,2627,4.4,242,4.5,1494,4.7,828,4.7,390,4.3,48,4.6,208,5.0,118,4.5,181,4.5,893,4.6,1917
Canada,Drama, Thriller, Horror,tt0248110,The Invitation,2003,2003-12-23,85,English,Pat Bermel,"Pat Bermel, Neil Bermel",Stage 18 Pictures,4.4,535,18,6,4.4,535,4.5,308,5.2,15,4.3,153,4.6,134,4.3,127,4.4,8,3.8,51,4.8,66,4.2,34,4.5,293,4.3,115
USA,Horror,,,tt0248535,Terrorgram,1990,1990-01-01,88,English,Stephen M. Kienzle,"Stephen M. Kienzle, Donna M. Matson",Blue Moon Productions,5.0,119,5,4,5.0,119,5.0,91,5.3,7,5.2,57,4.1,24,4.7,10,4.0,1,5.2,7,2.0,2,4.0,22,5.1,42,4.8,47
Italy,Comedy, Horror,,tt0248626,Zora la vampira,2000,2000-09-22,105,Italian,"Antonio Manetti, Marco Manetti","Antonio Manetti, Marco Manetti",Virginia Produzioni,5.1,396,2,6,5.1,396,5.2,274,5.1,23,5.3,172,5.0,71,4.4,30,2.8,4,5.0,20,3.2,4,5.2,6,5.7,7,5.0,260
Federal Republic of Yugoslavia,Horror, Thriller,,tt0249180,T.T. Sindrom,2002,2002-04-12,102,Serbian,Dejan Zecevic,Dejan Zecevic,Revision,6.3,649,11,4,6.3,649,6.3,467,6.2,68,6.3,327,6.1,64,6.4,91,4.6,16,7.1,61,4.7,11,4.5,8,6.3,20,6.2,471
USA,Horror,,,tt0249218,The Undertaker,1988,1988-11-01,89,English,"Frank Avianca, Steve Bono",William James Kennedy,Bon-A-Vianca,5.0,256,10,15,5.0,256,5.0,195,5.0,18,5.0,112,5.1,55,5.3,21,5.1,6,5.0,9,5.5,4,5.1,30,5.3,107,4.8,93
USA,Drama, Horror,,tt0249443,A Chronicle of Corpses,2000,2000-03-24,83,English,Andrew Repasky McElhinney,Andrew Repasky McElhinney,ARM/Cinema 25 Pictures Inc.,4.0,133,10,8,4.0,133,3.6,72,10.0,1,3.6,38,3.2,30,5.5,8,0.0,0,5.5,5,4.3,3,4.6,5,3.7,53,3.0,23
USA,Horror,,,tt0249506,Family Reunion,1989,1989-09-01,88,English,Michael Hawes,Michael Hawes,Bullseye Entertainment Group,5.9,369,4,3,5.9,369,4.6,60,0.0,0,4.8,32,4.4,23,3.1,6,10.0,1,3.5,2,5.5,2,4.5,22,5.2,21,4.2,40
Denmark,Horror, Mystery,,tt0249643,Kat,2001,2001-06-08,85,Danish,Martin Schmidt,"Steen Langstrup, Marie Trolle Larsen",Zentropa Entertainments,3.4,362,10,8,3.4,362,3.6,250,4.2,18,3.4,138,3.8,94,3.3,29,2.4,5,3.4,16,3.6,7,3.9,15,3.0,14,3.5,242
USA,Action, Horror, Sci-Fi,tt0250613,New Alcatraz,2001,2001-12-07,96,English,Phillip J. Roth,"Terri Neish, Phillip J. Roth",Cell Block Productions Inc.,3.3,1479,37,20,3.3,1479,3.3,984,3.2,156,3.2,529,3.5,284,3.3,147,2.8,30,3.0,67,4.1,50,3.6,72,3.9,358,3.0,698
USA,Horror,,,tt0250698,Ritual,2002,2002-09-18,99,English,Avi Nesher,"Inez Wallace, Curt Siodmak",RKO Pictures,4.8,1520,22,33,4.8,1520,4.8,1062,5.1,86,4.6,639,5.1,303,5.1,172,5.5,18,4.9,92,5.2,55,4.5,92,4.9,571,4.7,563
USA,Horror, Sci-Fi,,tt0251005,Carnivore,2000,2000-01-01,80,English,"Joseph Kurtz, Kenneth Mader","Joseph Kurtz, Kenneth Mader",Maderfilm Productions,2.3,503,38,14,2.3,503,2.3,338,2.5,29,2.3,183,2.1,116,2.3,47,1.3,10,3.6,20,2.5,16,2.9,36,2.6,270,1.7,93
USA,Horror, Sci-Fi, Thriller,tt0251369,The Remnant,2001,2001-01-01,106,English,Rick Jordan,Matt Jordan,EBS World Entertainment,3.9,106,7,1,3.9,106,3.6,64,5.5,2,3.5,32,3.4,29,6.4,15,0.0,0,8.0,7,5.2,7,3.9,13,4.2,55,3.9,21
USA,Comedy, Horror,,tt0251582,An American Vampire Story,1997,1997-01-01,99,English,Luis Esteban,Rollin Jarrett,Decatur-Staley Productions,2.7,461,26,9,2.7,461,2.6,306,3.4,16,2.3,150,2.7,138,2.1,43,1.2,7,2.7,27,2.3,9,3.0,31,3.0,221,1.9,113
USA,Horror,,,tt0251736,House of 1000 Corpses,2003,2003-04-11,89,English,Rob Zombie,Rob Zombie,Spectacle Entertainment Group,6.1,72110,935,214,6.1,72110,6.0,48588,6.0,8435,6.0,31607,5.9,6801,6.2,9656,6.2,2569,6.2,5554,6.0,1109,5.3,452,6.1,22248,5.9,28441
UK,Horror, Thriller,,tt0251806,Long Time Dead,2002,2002-01-18,94,English,Marcus Adams,"Marcus Adams, Eitan Arrusi",Working Title Films,4.7,5382,110,40,4.7,5382,4.7,3530,4.8,412,4.7,2306,4.7,764,5.0,746,4.9,153,4.9,459,5.3,115,4.3,150,4.7,569,4.7,3436
UK,Drama, Horror, Mystery,tt0252963,The Bunker,2001,2002-09-27,95,English,Rob Green,Clive Dawson,Millennium Pictures,5.5,5613,84,36,5.5,5613,5.5,4173,5.7,342,5.5,2585,5.5,1170,5.4,382,5.8,53,5.3,231,5.6,92,5.2,151,5.6,642,5.4,3613
India,Comedy, Drama, Horror,tt0253514,Purana Mandir,1984,1984-10-19,144,Hindi,"Shyam Ramsay, Tulsi Ramsay","Siddiqui M.S. Rahman, Dr. Gurdeep",K.R. Enterprises,6.4,409,11,9,6.4,409,6.4,304,6.2,54,6.6,187,6.4,48,5.9,27,6.8,5,5.6,18,6.0,4,6.1,20,6.9,46,6.3,226
USA,Horror,,,tt0253700,Sideshow,2000,2001-11-01,90,English,Fred Olen Ray,Neal Marshall Stevens,,4.5,473,19,11,4.5,473,4.3,294,4.1,33,4.5,166,3.9,91,4.8,75,2.7,19,5.2,41,6.0,12,3.9,23,5.1,205,3.4,141
Argentina,Comedy, Family, Horror,tt0254554,Los matamonstruos en la mansión del terror,1987,1987-07-02,80,Spanish,Carlos Galettini,"Aldo Romero, Salvador Valverde Calvo",Argentina Sono Film S.A.C.I.,5.6,153,1,0,5.6,153,5.4,119,6.0,2,5.6,98,3.9,15,9.4,7,0.0,0,9.4,7,0.0,0,2.5,2,3.1,5,5.5,106
India,Drama, Horror,,tt0254928,Aakasha Ganga,1999,1999-01-01,143,Malayalam,Vinayan,"Benny P. Nayarambalam, Benny P. Nayarambalam",,6.1,133,2,0,6.1,133,6.2,94,6.4,42,6.1,48,0.0,0,5.9,7,6.3,3,6.8,4,0.0,0,0.0,0,5.8,11,6.2,66
Spain,Comedy, Crime, Horror,tt0255067,La comunidad,2000,2000-09-29,110,Spanish,Álex de la Iglesia,"Jorge Guerricaechevarría, Álex de la Iglesia",Antena 3 Televisión,7.3,10155,28,33,7.3,10155,7.3,6810,7.3,658,7.3,4335,7.2,1608,7.5,1352,7.3,250,7.5,842,7.4,206,6.2,150,7.2,621,7.3,6628
Japan,Action, Horror, Sci-Fi,tt0255198,Gojira tai Megagirasu: Jî shômetsu sakusen,2000,2000-12-16,105,Japanese,Masaaki Tezuka,"Hiroshi Kashiwabara, Wataru Mimura",Toho Company,6.2,3030,49,50,6.2,3030,6.2,2189,6.1,579,6.1,996,6.4,520,5.9,126,6.1,30,5.3,40,6.2,50,5.6,120,6.3,1185,5.9,816
Japan,Horror,,,tt0255237,Iki-jigoku,2000,2000-06-01,104,Japanese,Shugo Fujii,Shugo Fujii,,5.6,464,22,30,5.6,464,5.6,309,5.2,19,5.8,198,5.2,89,4.4,38,5.7,5,4.4,22,4.1,9,5.0,19,5.7,166,5.4,169
Australia,Horror, Sci-Fi,,tt0255623,Subterano,2003,2003-01-28,91,English,Esben Storm,Esben Storm,Becker Entertainment,4.0,584,23,9,4.0,584,3.9,376,4.5,28,3.8,207,4.0,136,4.7,65,4.1,5,4.6,29,5.2,31,3.5,32,4.2,172,3.9,256
USA,Horror,,,tt0255702,Wishcraft,2002,2002-09-25,102,English,"Danny Graves, Richard Wenk",Larry Katz,Gold Circle Films,5.2,1690,28,17,5.2,1690,5.1,1134,5.0,86,5.0,687,5.2,347,5.4,224,5.4,30,5.3,140,5.7,51,4.5,80,5.3,464,5.0,833
Australia,Comedy, Horror, Thriller,tt0255909,Cubbyhouse,2001,2002-02-22,89,English,Murray Fahey,"Ian Coughlan, Murray Fahey",Cubbyhouse Production,3.3,767,14,8,3.3,767,3.3,502,3.1,48,3.2,302,3.6,143,3.1,98,1.7,27,3.5,49,4.7,22,3.5,40,4.3,110,3.1,471
Mexico,Drama, Horror,,tt0256009,El espinazo del diablo,2001,2001-11-30,106,Spanish,Guillermo del Toro,"Guillermo del Toro, Antonio Trashorras",El Deseo,7.4,58412,225,161,7.4,58412,7.4,40031,7.5,7594,7.4,24470,7.4,6887,7.5,8574,7.5,2195,7.5,4898,7.8,1214,7.0,470,7.7,11497,7.3,31407
USA,Action, Horror, Thriller,tt0256535,Zombie Cult Massacre,1998,1998-07-01,66,English,Jeff Dunn,Jeff Dunn,L.D. Filmworks Inc.,3.5,100,5,9,3.5,100,3.5,78,3.7,3,3.8,48,3.0,23,4.0,3,0.0,0,5.5,2,1.0,1,2.6,14,4.5,45,2.8,32
USA,Thriller, Horror,,tt0256858,Killers,1996,1996-01-01,97,,Mike Mendez,"Dave Larsen, Mike Mendez",,5.6,996,36,5,5.6,996,5.6,719,6.2,17,5.7,523,5.4,157,5.9,65,5.3,3,5.2,43,7.2,16,5.1,33,6.2,117,5.6,600
USA,Action, Adventure, Horror,tt0257510,Crocodile 2: Death Swamp,2002,2002-03-19,89,English,Gary Jones,"Jace Anderson, Boaz Davidson",Martien Holdings A.V.V.,3.7,1701,40,18,3.7,1701,3.7,1185,3.8,251,3.6,635,3.7,272,3.9,148,4.1,29,3.7,72,4.3,45,3.8,122,4.1,403,3.5,822
Germany,Comedy, Horror,,tt0257516,Cursed,2005,2005-04-22,97,English,Wes Craven,Kevin Williamson,Dimension Films,5.0,29343,326,156,5.0,29343,4.9,18757,5.1,2490,4.8,11867,5.2,3942,5.3,5228,5.4,1328,5.2,3033,5.7,687,4.9,431,5.2,8720,4.8,13191
Japan,Horror,,,tt0257844,Kuroi ie,1999,1999-11-13,118,Japanese,Yoshimitsu Morita,"Yûsuke Kishi, Sumio Ohmori",Asmik Ace Entertainment,6.3,262,4,5,6.3,262,6.2,163,6.7,16,6.1,88,6.1,55,6.7,47,7.0,10,6.7,24,6.4,11,6.2,10,6.3,54,6.3,136
West Germany,Crime, Drama, Horror,tt0257875,Loft,1985,1985-06-28,85,,Eckhart Schmidt,Eckhart Schmidt,Barbara Moorse Workshop,5.3,107,4,3,5.3,107,5.1,81,5.0,2,5.7,44,4.5,32,5.8,9,8.0,2,6.8,4,5.3,3,4.1,15,4.9,18,5.3,67
Mexico,Action, Horror, Adventure,tt0258123,Santo y Blue Demon contra el doctor Frankenstein,1974,1974-10-31,95,Spanish,Miguel M. Delgado,"Francisco Cavazos, Alfredo Salazar",Cinematográfica Calderón S.A.,6.2,167,6,13,6.2,167,6.2,123,6.7,7,6.3,61,5.9,53,6.9,11,0.0,0,6.2,8,8.3,3,4.7,17,7.6,54,5.4,77
UK,Horror, Thriller,,tt0258534,Dorian,2003,2003-04-23,89,English,Allan A. Goldstein,"Peter Jobin, Ron Raley",Blue Rider Pictures,3.7,582,15,0,3.7,582,3.6,358,3.5,24,3.6,161,3.8,168,3.8,103,4.0,15,3.4,56,4.7,29,3.5,43,3.6,161,3.7,279
India,Drama, Horror,,tt0259322,Gehrayee,1980,1980-09-09,135,Hindi,"Vikas Desai, Aruna Raje","Haafiz, Vijay Tendulkar",Avikam,6.8,123,5,1,6.8,123,6.9,102,7.1,8,7.3,66,5.4,24,5.2,7,0.0,0,8.7,3,3.8,4,3.8,13,6.5,21,6.7,76
USA,Crime, Horror,,tt0259675,Tortured Females,1965,1965-10-07,62,English,Arch Hudson,Noel Fallon,Mitam Productions,4.1,102,3,3,4.1,102,3.9,82,6.0,2,3.9,40,4.1,38,4.3,3,0.0,0,1.0,1,6.0,2,4.2,21,4.6,31,3.6,50
India,Action, Drama, Horror,tt0259877,Bandh Darwaza,1990,1990-06-01,155,Hindi,"Shyam Ramsay, Tulsi Ramsay","Dev Kishan, Dev Kishan",Ramsay Productions,5.1,250,7,6,5.1,250,5.2,192,4.7,34,5.4,112,5.4,41,3.7,13,4.0,2,4.3,7,3.2,4,4.7,22,5.7,46,5.1,130
India,Horror, Music,,tt0260155,Mahakaal,1994,1994-02-11,132,Hindi,"Shyam Ramsay, Tulsi Ramsay","Kafil Azar, Sayed Sultan",Cine Films,4.3,192,6,19,4.3,192,4.4,152,3.1,28,4.9,93,4.5,26,4.3,13,2.7,3,5.4,7,4.0,3,3.6,22,5.4,45,4.0,112
India,Horror,,,tt0260303,Purani Haveli,1989,1989-02-07,139,Hindi,"Shyam Ramsay, Tulsi Ramsay","J.K. Ahuja, Kafil Azar",,5.2,195,5,4,5.2,195,5.2,153,5.7,37,5.1,96,4.6,15,4.4,13,3.3,5,5.1,7,3.0,1,5.3,10,5.6,22,5.2,115
India,Action, Drama, Horror,tt0260411,Tahkhana,1986,1986-12-12,117,Hindi,"Shyam Ramsay, Tulsi Ramsay","J.K. Ahuja, Kafil Azar",Ramsay Productions,5.2,123,4,4,5.2,123,5.4,104,4.1,19,5.8,66,4.9,14,2.3,3,3.0,2,0.0,0,1.0,1,4.4,10,5.2,19,5.3,72
India,Action, Drama, Horror,tt0260494,Veerana,1988,1988-05-06,135,Hindi,"Shyam Ramsay, Tulsi Ramsay","J.K. Ahuja, Shyam Ramsay",Sai Om Productions,6.7,583,11,8,6.7,583,6.6,437,6.7,130,6.7,240,5.8,47,6.1,30,5.7,11,6.6,14,5.8,5,5.5,19,6.3,56,6.5,317
USA,Crime, Thriller, Horror,tt0261575,Blood Voyage,1976,1982-01-01,80,English,Frank Mitchell,"Jim Patton, William Tate",,4.7,104,6,8,4.7,104,4.6,73,8.0,2,4.6,38,4.4,31,4.3,5,0.0,0,6.0,3,1.5,2,4.4,19,4.7,25,4.5,51
USA,Horror, Mystery,,tt0261983,Session 9,2001,2001-09-14,100,English,Brad Anderson,"Brad Anderson, Stephen Gevedon",USA Films,6.4,50533,509,148,6.4,50533,6.5,33413,6.3,5809,6.5,21213,6.5,5540,6.3,8716,6.0,2321,6.3,4880,6.9,1255,6.2,398,6.7,13631,6.3,23511
Hong Kong,Horror, Thriller,,tt0262753,Scorpion Thunderbolt,1988,1988-01-01,85,,Godfrey Ho,"AAV Creative Unit, Godfrey Ho",IFD Films and Arts,4.0,130,13,9,4.0,130,3.9,101,2.0,6,4.6,49,3.7,43,7.0,4,0.0,0,7.0,2,7.0,2,3.9,22,3.7,33,4.4,62
UK,Horror,,,tt0263005,The 13th Sign,2000,2000-08-01,85,English,"Jonty Acton, Adam Mason",Jonty Acton,Paranoid Celluloid,3.0,182,12,0,3.0,182,2.9,125,2.0,6,3.0,63,3.2,53,3.0,13,3.0,1,2.4,9,6.3,3,2.7,23,3.1,28,2.9,108
UK,Horror, Mystery, Thriller,tt0263053,Alone,2002,2002-04-12,88,English,Phil Claydon,"Paul Hart-Wilden, Edgar Allan Poe",CF1 Cyf,4.2,605,23,9,4.2,605,4.1,386,3.3,15,4.0,230,4.4,137,4.3,65,5.8,9,3.2,38,6.2,18,4.0,30,4.6,39,4.1,402
USA,Horror, Mystery,,tt0263488,Jeepers Creepers,2001,2001-10-19,90,English,Victor Salva,Victor Salva,United Artists,6.2,104826,1011,203,6.2,104826,6.1,68924,6.2,15324,6.1,41109,6.4,9884,6.2,14790,6.2,4689,6.1,7852,6.8,1641,5.9,594,6.3,23615,6.0,48033
Canada,Action, Horror, Mystery,tt0263746,Mindstorm,2001,2001-02-28,97,English,Richard Pepin,"Richard Pepin, Michael Derbas",Avrio Stoneridge Entertainment,3.5,532,4,2,3.5,532,3.5,348,2.9,19,3.1,173,4.1,151,3.5,73,1.8,14,4.2,27,3.9,30,4.2,44,4.2,131,3.3,282
USA,Comedy, Horror,,tt0264323,2001 Maniacs,2005,2006-07-13,87,English,Tim Sullivan,"Chris Kobin, Tim Sullivan",BloodWorks,5.3,11546,113,106,5.3,11546,5.3,8429,5.4,1147,5.4,5369,5.2,1724,5.3,1314,5.2,242,5.4,821,5.2,221,4.9,235,5.4,3430,5.3,5418
India,Fantasy, Horror,,tt0264357,Ammoru,1995,1995-06-16,129,Telugu,Kodi Ramakrishna,Satyanand,M.S. Arts,7.1,225,7,3,7.1,225,6.9,156,7.1,58,7.2,70,3.7,23,7.4,12,10.0,1,6.5,8,8.3,3,2.4,10,7.0,26,6.7,109
Brazil,Crime, Horror, Mystery,tt0264446,Bufo & Spallanzani,2001,2001-08-31,96,Portuguese,Flávio Ramos Tambellini,"Rubem Fonseca, Patrícia Melo",Quanta Centro de Produções Cinematográficas,6.5,367,5,0,6.5,367,6.5,238,6.6,11,6.3,138,6.8,86,7.0,37,6.5,2,7.8,16,6.7,17,3.8,8,4.9,21,6.7,240
Spain,Fantasy, Horror, Mystery,tt0264508,Dagon,2001,2001-10-31,95,"English, Gallegan, Spanish",Stuart Gordon,"H.P. Lovecraft, Dennis Paoli",Castelao Producciones,6.2,15571,212,96,6.2,15571,6.3,11462,6.3,1360,6.3,7326,6.2,2477,5.9,1215,5.9,201,6.0,757,5.7,228,5.5,258,6.4,3474,6.2,7976
USA,Horror,,,tt0264675,Head Cheerleader Dead Cheerleader,2000,2000-04-18,80,English,Jeff Miller,Jeff Miller,Millman Productions,3.5,167,11,9,3.5,167,3.5,99,3.2,5,3.6,55,3.3,37,3.6,24,4.3,3,3.5,14,5.1,7,3.9,10,4.4,32,3.2,88
USA,Action, Adventure, Horror,tt0265104,The Breed,2001,2001-07-19,91,"English, German",Michael Oblowitz,"Christos N. Gage, Ruth Fletcher",Motion Picture Corporation of America (MPCA),4.7,2517,74,25,4.7,2517,4.7,1572,5.3,59,4.6,906,4.8,589,5.2,387,4.8,31,5.2,192,5.3,158,4.5,115,4.9,886,4.6,989
USA,Comedy, Horror,,tt0265171,Elvira's Haunted Hills,2001,2002-10-31,90,English,Sam Irvin,"Cassandra Peterson, Cassandra Peterson",Media Pro Pictures,5.9,2657,39,29,5.9,2657,5.8,1718,6.2,185,5.6,927,5.9,547,6.2,401,5.9,118,6.3,195,6.5,68,5.6,119,6.2,770,5.6,1113
USA,Drama, Horror, Mystery,tt0265349,The Mothman Prophecies,2002,2002-03-01,119,English,Mark Pellington,"Richard Hatem, John A. Keel",Lakeshore Entertainment,6.4,72262,470,171,6.4,72262,6.4,46987,6.5,5590,6.4,29690,6.4,10498,6.5,11145,6.4,2055,6.4,6622,6.7,2092,6.1,552,6.4,17680,6.4,34196
USA,Horror, Thriller,,tt0265496,Paranoid,2000,2000-01-01,87,English,Ash Smith,Ash Smith,Rash,2.5,241,21,9,2.5,241,2.4,161,2.5,18,2.3,89,2.8,51,2.7,24,2.4,7,3.3,10,2.0,6,3.0,23,3.2,78,2.1,99
USA,Horror,,,tt0265587,Psyched by the 4D Witch (A Tale of Demonology),1973,1973-03-23,81,English,Victor Luminera,"Victor Luminera, Victor Luminera",New Art Films,2.7,245,14,22,2.7,245,2.8,171,2.7,11,3.2,73,2.4,85,2.5,23,2.5,7,2.7,6,2.6,10,2.4,18,2.9,109,2.6,79
USA,Horror, Mystery, Sci-Fi,tt0265787,The Source,2002,2002-09-17,100,English,Steve Taylor,"Roger Kristian Jones, Steve Taylor",,3.9,655,43,9,3.9,655,4.1,377,5.4,33,3.7,193,4.4,142,3.6,138,5.2,18,2.9,80,4.0,39,2.6,47,3.8,289,3.8,195
France,Drama, Fantasy, Horror,tt0265932,Un jeu d'enfants,2001,2001-06-20,85,"French, English",Laurent Tuel,"Laurent Tuel, Constance Verluca",Bee Movies,5.2,688,10,8,5.2,688,5.1,445,3.8,23,5.0,268,5.5,149,5.6,88,5.8,12,5.3,50,6.7,25,4.9,34,5.8,37,5.2,480
Canada,Action, Adventure, Horror,tt0265944,The Untold,2002,2003-03-11,92,English,Jonas Quastel,"Jonas Quastel, Chris Lanning",Curb Entertainment,3.5,1742,57,24,3.5,1742,3.5,1159,3.0,74,3.3,649,3.8,414,3.8,189,1.9,33,3.9,90,4.9,61,3.5,83,3.7,564,3.3,723
South Korea,Horror, Romance, Drama,tt0266075,Yeogo goedam II,1999,1999-12-24,98,Korean,"Tae-yong Kim, Kyu-dong Min","Tae-yong Kim, Kyu-dong Min",Cine-2000 Film Production,6.4,3070,39,45,6.4,3070,6.4,1796,6.4,197,6.4,1082,6.4,481,6.4,665,6.5,180,6.4,377,6.2,93,5.9,94,6.5,665,6.3,1609
India,Horror,,,tt0266464,Deyyam,1996,1996-01-01,86,Telugu,Ram Gopal Varma,"Ganapathi Rao Kommanapalli, Ram Gopal Varma",Varma Films,6.4,149,3,1,6.4,149,6.4,108,6.6,41,6.3,61,4.5,2,5.6,8,8.5,2,5.5,4,7.5,2,4.7,3,5.5,14,6.3,78
Japan,Crime, Drama, Horror,tt0266870,Kurosufaia,2000,2000-06-10,115,Japanese,Shûsuke Kaneko,"Kota Yamada, Masahiro Yokotani",Toho Company,6.2,453,10,8,6.2,453,6.2,271,5.8,13,6.3,153,6.1,101,6.4,47,5.8,5,6.0,32,8.2,9,6.0,19,6.9,138,5.8,161
India,Horror,,,tt0266875,Raat,1992,1992-02-07,127,Hindi,Ram Gopal Varma,"Vinay Shukla, Uttej",Varma Films,7.1,859,14,4,7.1,859,7.2,646,7.3,118,7.3,452,5.2,53,6.5,58,6.8,11,6.8,38,5.6,8,4.1,25,6.9,88,7.1,490
Japan,Comedy, Horror, Music,tt0267116,Wild Zero,1999,1999-08-28,98,Japanese,Tetsuro Takeuchi,"Satoshi Takagi, Tetsuro Takeuchi",Dragon Pictures,6.4,3226,68,63,6.4,3226,6.4,2320,6.6,201,6.4,1655,6.1,427,6.8,293,6.3,37,7.1,194,6.0,59,5.2,72,6.6,927,6.3,1559
USA,Horror, Mystery, Thriller,tt0267440,Do You Wanna Know a Secret?,2001,2001-03-01,90,English,Ty Bradford,"Kermit Christman, Del Tenney",Two Left Shoes Films,3.0,888,33,7,3.0,888,2.9,552,3.6,56,2.8,319,2.9,174,3.4,132,3.5,17,3.5,74,3.5,38,2.9,55,3.3,325,2.6,323
New Zealand,Horror, Thriller, Fantasy,tt0267601,The Irrefutable Truth About Demons,2000,2001-03-22,90,English,Glenn Standring,Glenn Standring,First Sun,5.6,1204,17,19,5.6,1204,5.5,723,5.4,27,5.5,435,5.4,255,6.2,196,5.8,28,6.1,110,6.9,57,5.5,48,6.2,273,5.3,605
Canada,Horror, Comedy, Romance,tt0267633,Karmina 2,2001,2001-07-13,97,French,Gabriel Pelletier,"Gabriel Pelletier, Yves Pelletier",Go Films,5.6,312,1,0,5.6,312,5.5,200,4.9,10,5.6,121,5.4,68,5.8,41,4.8,8,6.0,25,5.2,8,4.6,10,6.6,9,5.5,222
USA,Horror, Thriller,,tt0267785,No One Can Hear You,2001,2001-05-15,92,"English, Spanish",John Laing,"Ian Coughlan, Craig Cronin",Daybreak Pacific,4.2,322,10,4,4.2,322,4.2,203,4.3,12,4.2,76,4.2,109,4.1,47,7.0,6,3.6,22,4.1,16,4.3,35,4.1,69,4.2,169
India,Horror, Thriller,,tt0267813,Papi Gudia,1996,1996-01-01,130,Hindi,Lawrence D'Souza,Talat Rekhi,Aum Films,1.9,184,4,6,1.9,184,2.0,134,1.2,37,2.3,83,1.9,9,1.5,15,1.3,6,2.1,7,1.0,2,2.7,6,2.5,25,1.8,112
UK,Comedy, Fantasy, Horror,tt0268295,The Fall of the Louse of Usher: A Gothic Tale for the 21st Century,2002,2002-02-03,83,English,Ken Russell,Ken Russell,,4.4,278,17,12,4.4,278,4.3,187,3.3,16,5.4,78,3.5,89,5.7,23,6.8,5,7.4,9,3.1,8,4.5,22,3.6,81,4.6,123
Canada,Horror, Thriller,,tt0268579,Ripper,2001,2002-01-29,114,English,John Eyres,"John A. Curtis, Evan Tylor",Prophecy Entertainment,4.6,2680,47,16,4.6,2680,4.5,1652,4.6,160,4.4,1043,4.5,429,5.2,478,5.9,79,5.0,311,5.4,80,4.5,119,4.8,552,4.5,1450
