country_1,Genre_1,Genre_2,Genre_3,imdb_title_id,title,year,date_published,duration,language,director,writer,production_company,avg_vote,votes,reviews_from_users,reviews_from_critics,weighted_average_vote,total_votes,males_allages_avg_vote,males_allages_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes
USA,Horror,,,tt0228182,Dark Heritage,1989,1989-01-01,94,English,David McCormick,,Sterling Pictures,4.1,259,14,4,4.1,259,4.3,184,4.7,11,4.4,105,4.1,62,3.2,24,4.2,4,3.3,11,3.7,8,3.3,27,4.4,84,4.0,112
USA,Horror,,,tt0228183,The Dark Power,1985,1988-02-26,87,English,Phil Smoot,Phil Smoot,,3.5,489,20,14,3.5,489,3.5,365,3.2,23,3.7,221,3.1,110,3.0,28,0.0,0,3.2,21,3.1,6,3.2,46,3.4,211,3.6,158
USA,Crime, Fantasy, Horror,tt0228237,Dr. Wong's Virtual Hell,1999,2006-03-28,97,English,Jesús Franco,Jesús Franco,One Shot Productions,2.7,124,3,1,2.7,124,2.9,90,3.9,6,2.5,38,3.2,46,1.1,16,1.0,7,1.0,7,1.5,2,1.9,15,3.3,30,2.4,79
Japan,Crime, Horror, Mystery,tt0228255,Edogawa Ranpo ryôki-kan: Yaneura no sanposha,1976,1976-06-12,76,Japanese,Noboru Tanaka,"Rampo Edogawa, Akio Ido",Nikkatsu,5.9,354,4,24,5.9,354,5.9,269,6.5,24,5.9,156,5.6,82,6.6,24,7.7,3,6.6,10,6.1,10,5.8,37,5.7,52,5.9,220
USA,Action, Horror, Sci-Fi,tt0228333,Ghosts of Mars,2001,2001-11-30,98,English,John Carpenter,"Larry Sulkis, John Carpenter",Screen Gems,4.9,48965,473,192,4.9,48965,4.9,36355,4.9,3969,4.8,23021,5.0,8322,5.0,3095,4.9,369,4.9,1797,5.4,820,4.8,519,5.0,10788,4.9,24541
France,Crime, Horror, Mystery,tt0228786,Les rivières pourpres,2000,2000-09-27,106,French,Mathieu Kassovitz,"Jean-Christophe Grangé, Jean-Christophe Grangé",Légende Films,6.9,55197,170,95,6.9,55197,6.9,39277,7.0,5369,6.9,25428,6.8,7283,7.0,5722,7.0,1114,7.0,3613,7.0,821,6.6,423,6.7,3783,6.9,35800
Japan,Fantasy, Horror, Thriller,tt0228807,Saimin,1999,1999-06-05,110,Japanese,Masayuki Ochiai,"Yasushi Fukuda, Keisuke Matsuoka",Toho Pictures,6.2,609,14,17,6.2,609,6.2,380,5.6,15,6.4,234,6.0,117,6.3,79,6.3,12,6.1,50,6.7,17,5.6,22,6.5,87,6.2,351
Sweden,Mystery, Horror, Thriller,tt0228871,Sleepwalker,2000,2000-08-04,95,Swedish,Johannes Pinter,Johan Brännström,Filmkameratene A/S,5.7,1190,14,12,5.7,1190,5.8,791,5.7,49,5.8,520,5.9,206,5.2,85,5.1,13,5.0,57,6.0,12,5.6,42,5.7,20,5.8,811
Canada,Crime, Drama, Horror,tt0228891,The Spreading Ground,2000,2000-02-01,100,English,Derek Vanlint,"Mark Burman, Ross Korte",Tsunami Entertainment,4.7,478,16,1,4.7,478,4.8,321,4.0,11,4.7,136,4.9,171,4.8,45,5.0,2,4.2,18,5.8,24,4.5,38,5.1,128,4.6,227
USA,Adventure, Fantasy, Horror,tt0229260,Book of Shadows: Blair Witch 2,2000,2000-10-27,90,"English, German",Joe Berlinger,"Daniel Myrick, Eduardo Sánchez",Artisan Entertainment,3.9,34360,456,170,3.9,34360,3.9,22700,3.5,3062,4.0,15328,4.1,3694,4.1,3991,3.8,848,4.2,2521,4.2,495,3.9,402,4.0,7862,4.0,16208
USA,Crime, Horror,,tt0229332,Demon Cop,1990,1990-01-01,81,English,"Rocco Karega, Hal Miles",Rocco Karega,,2.6,157,13,9,2.6,157,2.8,107,2.9,12,2.6,66,3.1,24,2.5,10,1.0,2,1.9,5,3.0,3,2.8,20,3.4,43,2.2,65
USA,Drama, Horror, Mystery,tt0229371,An Evening of Edgar Allan Poe,1970,1970-01-01,53,English,Kenneth Johnson,"Edgar Allan Poe, David Welch",Ken Johnson Productions,7.5,850,17,12,7.5,850,7.4,578,7.6,63,7.4,282,7.2,222,8.1,115,8.8,19,8.0,59,7.8,35,6.6,93,7.6,311,7.3,332
Japan,Family, Horror,,tt0229403,Gakkô no kaidan,1995,2005-09-01,104,Japanese,Hideyuki Hirayama,,,6.0,127,1,4,6.0,127,6.0,86,6.1,13,6.2,49,5.1,21,6.2,13,6.4,6,5.7,5,8.0,2,5.2,9,6.3,13,5.9,76
USA,Horror, Mystery, Thriller,tt0229480,Island of Blood,1982,1982-01-01,82,English,William T. Naud,William T. Naud,Creative Film Makers,4.4,192,16,11,4.4,192,4.4,141,4.5,14,4.7,75,4.1,49,3.3,12,4.0,1,3.8,8,3.0,2,3.7,24,4.4,75,4.2,71
Japan,Fantasy, Horror,,tt0229499,Joyû-rei,1996,1996-03-02,75,Japanese,Hideo Nakata,"Hideo Nakata, Hiroshi Takahashi",Bandai Visual Company,6.2,384,12,4,6.2,384,6.3,257,6.1,28,6.3,136,6.1,84,6.0,43,4.8,8,6.3,22,4.9,13,5.4,18,6.6,103,6.1,166
Japan,Crime, Drama, Horror,tt0229715,Senrei,1996,1996-02-01,93,Japanese,Kenichi Yoshihara,"Kazuo Umezu, Kenichi Yoshihara",Video Audio Project (VAP),5.3,111,6,3,5.3,111,5.2,68,6.0,3,5.3,33,5.0,31,5.2,16,7.0,4,4.9,11,0.0,0,4.0,6,5.7,29,5.0,47
Japan,Crime, Drama, Horror,tt0230367,Jigoku no keibîn,1992,1992-06-13,96,Japanese,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Directors Company,5.7,255,5,13,5.7,255,5.7,187,6.0,19,5.6,107,5.5,57,5.7,16,8.0,2,5.6,10,8.0,3,6.4,12,5.8,73,5.7,116
UK,Horror,,,tt0230379,Journey to Midnight,1968,1971-11-01,100,English,"Roy Ward Baker, Alan Gibson","William Abney, Robert Bloch",Hammer Films,3.7,148,6,4,3.7,148,4.3,71,5.0,1,4.9,19,3.9,50,3.0,53,2.0,1,5.1,9,2.7,43,5.4,16,3.5,105,5.1,20
USA,Comedy, Horror,,tt0230575,Night of the Day of the Dawn of the Son of the Bride of the Return of the Terror,1991,1991-01-01,96,English,James Riffel,James Riffel,Jiveass Video,4.6,599,31,4,4.6,599,4.8,440,4.8,45,5.0,312,4.1,72,3.1,50,1.2,10,4.3,26,3.3,14,3.6,21,5.3,224,4.2,233
Spain,Horror, Mystery, Thriller,tt0230600,The Others,2001,2001-11-02,101,"English, French",Alejandro Amenábar,Alejandro Amenábar,Cruise/Wagner Productions,7.6,319583,1129,253,7.6,319583,7.6,189751,7.6,43513,7.5,110967,7.5,28027,7.7,64365,7.7,20678,7.7,33916,7.7,6962,7.5,780,7.4,49154,7.6,162962
USA,Horror, Sci-Fi,,tt0231138,Ancient Evil: Scream of the Mummy,1999,1999-06-22,86,English,David DeCoteau,"Matthew Jason Walsh, Matthew Jason Walsh",Kremlin Films,2.1,1147,46,18,2.1,1147,2.0,797,2.4,102,1.8,456,2.3,231,2.1,124,1.6,30,1.9,63,3.4,29,2.3,55,2.5,341,1.8,531
USA,Horror,,,tt0231496,Drive In,2000,2000-01-01,77,English,Chuck DeBus,Chuck DeBus,Event United,2.9,222,23,10,2.9,222,2.8,147,2.7,6,2.7,80,3.0,59,2.8,28,1.8,5,2.8,10,4.0,12,3.1,18,3.5,90,2.4,84
Czechoslovakia,Horror, Thriller,,tt0232475,Prokletí domu Hajnù,1989,1989-09-01,107,Czech,Jirí Svoboda,"Jaroslav Havlícek, Václav Sasek",,7.1,104,2,5,7.1,104,6.8,74,7.6,11,6.7,39,6.3,24,7.7,12,7.7,3,7.8,6,7.7,3,6.3,15,7.8,16,6.8,65
USA,Horror, Mystery,,tt0232657,Sleepy Hollow High,2000,2000-01-01,90,English,"Chris Arth, Kevin Summerfield",Kevin Summerfield,Scorpio Pictures,2.8,244,21,5,2.8,244,2.6,151,2.1,10,2.7,104,2.3,35,4.7,27,5.6,5,3.7,17,5.5,4,3.0,9,2.4,120,3.8,51
France,Horror,,,tt0233004,Il était une fois le diable,1986,1986-11-26,72,French,Bernard Launois,Bernard Launois,Condor Films Productions,3.5,258,10,16,3.5,258,3.4,202,3.5,24,3.5,112,3.5,62,3.9,10,10.0,1,3.4,7,5.0,2,2.9,27,4.0,34,3.3,163
USA,Comedy, Horror,,tt0233289,The Bare Wench Project,2000,2000-05-16,76,English,Jim Wynorski,Jim Wynorski,Final V Films,3.2,853,18,14,3.2,853,3.1,594,2.1,51,3.3,357,3.1,176,2.5,76,2.2,21,2.5,34,3.4,19,3.7,50,3.7,364,2.6,271
USA,Drama, Horror,,tt0233481,Cookers,2001,2001-04-23,96,English,Dan Mintz,"Jack Moore, Jeff Ritchie",Pacesetter Productions International,5.6,776,19,18,5.6,776,5.6,534,6.4,16,5.6,346,5.5,164,6.1,103,6.7,10,5.6,58,6.6,33,4.2,30,5.9,208,5.5,410
USA,Horror, Thriller,,tt0233536,Deadly Intruder,1985,1985-01-01,86,English,John McCauley,Tony Crupi,Channel One Productions,4.0,175,10,10,4.0,175,3.9,122,3.8,6,4.1,68,3.6,46,4.1,14,4.0,3,3.3,7,5.0,4,3.5,28,4.2,58,3.8,69
Japan,Action, Drama, Horror,tt0233910,Isola: Tajuu jinkaku shôjo,2000,2000-01-22,94,Japanese,Toshiyuki Mizutani,"Hiroshi Hatajima, Mugita Kinoshita",,5.3,273,6,8,5.3,273,5.3,185,4.9,12,5.3,95,5.3,75,5.4,33,6.4,5,5.2,18,7.1,8,5.1,19,6.1,60,5.0,143
India,Comedy, Drama, Horror,tt0233979,Zapatlela,1993,1993-01-01,168,"Marathi, Hindi",Mahesh Kothare,,,7.6,474,1,0,7.6,474,7.5,337,7.7,138,7.7,150,2.1,16,6.1,12,7.3,3,6.7,6,2.0,2,2.0,15,7.3,25,7.1,205
Netherlands,Horror,,,tt0234324,Necrophobia,1995,1995-01-01,60,Dutch,"Frank van Geloven, Edwin Visser","Frank van Geloven, Edwin Visser",,5.4,126,3,4,5.4,126,5.5,99,6.0,7,5.5,55,5.0,36,4.9,11,4.5,4,4.9,6,0.0,0,4.5,12,5.8,14,5.3,88
USA,Drama, Horror, Thriller,tt0234583,Reindeer Games,1996,2005-10-25,113,English,Shayne Worcester,"Efram Potelle, Kyle Rankin",Edgewood Studios,4.2,178,13,3,4.2,178,4.2,114,1.7,3,4.0,49,4.6,59,5.4,15,6.5,2,6.6,7,3.3,5,6.1,7,4.5,85,4.4,39
Canada,Crime, Horror, Thriller,tt0234652,Sanctimony,2000,2001-10-01,90,English,Uwe Boll,Uwe Boll,Regent Entertainment,2.5,1466,12,19,2.5,1466,2.5,1019,2.0,85,2.4,679,3.1,242,2.5,112,2.1,20,2.6,52,3.4,39,3.1,65,2.5,321,2.5,785
USA,Horror,,,tt0234748,Slime City,1988,1988-05-06,81,English,Gregory Lamberson,Gregory Lamberson,Bare Bones Productions,5.4,851,21,24,5.4,851,5.4,647,5.3,79,5.5,425,4.8,129,5.5,60,5.9,14,5.5,33,5.2,11,4.7,51,5.8,286,5.1,365
USA,Horror,,,tt0234817,The Strangeness,1985,1985-01-01,90,English,Melanie Anne Phillips,"Chris Huntley, Melanie Anne Phillips",Stellarwind,4.7,442,18,26,4.7,442,4.7,346,5.3,29,4.7,202,4.5,107,4.5,30,3.0,2,4.8,17,4.5,10,4.2,31,5.0,161,4.4,186
USA,Comedy, Horror,,tt0234951,Unleashed,1997,1997-01-01,84,English,Darren Shapiro,Darren Shapiro,Bite Me Productions,5.4,100,1,0,5.4,100,5.4,57,7.0,1,5.1,29,5.7,24,5.0,13,3.0,1,7.0,4,0.0,0,5.4,5,4.9,29,5.7,32
Japan,Drama, Horror, Mystery,tt0235198,Ôdishon,1999,2000-03-03,115,Japanese,Takashi Miike,"Ryû Murakami, Daisuke Tengan",Basara Pictures,7.2,66901,426,277,7.2,66901,7.2,45999,7.3,9441,7.2,28319,7.2,6961,7.0,8795,6.9,2631,7.0,4888,7.0,1016,6.7,433,7.4,14857,7.1,33833
Ireland,Horror, Thriller,,tt0235353,The Doorway,2000,2000-10-24,91,English,Michael B. Druxman,"Michael B. Druxman, Michael B. Druxman",Concorde Pictures,3.9,405,23,15,3.9,405,3.8,259,3.1,7,3.9,138,3.9,112,3.7,36,0.0,0,3.7,15,3.7,20,3.8,22,3.7,118,4.0,169
Canada,Horror,,,tt0235393,Freakshow,1989,1989-05-18,97,English,Constantino Magnatta,"Bob Farmer, Steve Surgik",Brightstar Films,3.6,179,7,3,3.6,179,3.5,117,4.4,7,3.5,67,3.4,41,5.0,16,8.0,1,4.2,11,7.2,4,2.8,28,3.9,38,3.4,89
USA,Horror,,,tt0235406,The Game,1984,1984-01-01,84,English,Bill Rebane,"William Arthur, Larry Dreyfus",Shooting Ranch,3.2,344,23,11,3.2,344,3.1,258,3.7,22,3.2,132,2.9,100,3.3,27,5.0,2,3.8,14,2.6,11,3.1,36,3.1,145,3.1,129
USA,Horror, Western,,tt0235424,Ghost Riders,1987,1987-09-10,85,English,Alan Stewart,"Clay McBride, James Desmarais",Alan L. Stewart Productions,3.6,103,9,2,3.6,103,3.4,76,4.4,10,3.1,28,3.5,37,4.2,9,7.0,2,4.0,4,4.0,3,3.8,15,3.7,44,3.3,38
USA,Drama, Horror,,tt0235433,God's Bloody Acre,1975,1975-07-01,86,English,Harry Kerwin,"Wayne Crawford, Robert Woodburn",,4.7,105,9,9,4.7,105,4.9,79,6.2,5,4.5,39,5.0,35,3.7,5,0.0,0,4.5,2,4.0,2,4.2,13,5.1,45,4.4,33
Brazil,Drama, Horror, Romance,tt0235449,Gêmeas,1999,1999-10-26,75,Portuguese,Andrucha Waddington,"Nelson Rodrigues, Elena Soarez",Conspiração Filmes,7.0,256,3,1,7.0,256,7.0,154,8.2,10,7.1,74,6.5,68,7.2,44,8.0,2,7.2,21,7.0,20,4.3,11,6.1,25,7.0,165
UK,Horror,,,tt0235555,Lucifer,1987,1988-10-01,100,English,John Eyres,Ed Ancoats,ABC Pictures,3.7,215,6,6,3.7,215,3.5,137,5.2,31,3.1,53,3.3,30,2.7,13,6.5,2,2.8,6,4.0,3,2.9,16,4.4,45,2.6,72
France,Horror, Mystery, Thriller,tt0235606,Les morsures de l'aube,2001,2001-03-21,95,"French, English",Antoine de Caunes,"Tonino Benacquista, Laurent Chalumeau",Alicéléo,4.9,1136,8,5,4.9,1136,5.0,785,4.3,21,5.0,462,5.0,291,4.6,101,5.1,13,4.6,65,4.4,22,4.9,49,4.8,118,5.0,724
Mexico,Adventure, Horror, Sci-Fi,tt0235608,La mujer murcielago,1968,1968-03-28,80,Spanish,René Cardona,"Alfredo Salazar, Alfredo Salazar",Cinematográfica Calderón S.A.,4.5,245,7,19,4.5,245,4.5,184,5.2,15,4.3,81,4.8,84,4.1,14,3.7,3,3.8,6,5.5,2,4.3,31,5.3,63,4.3,117
Japan,Horror, Thriller,,tt0235712,Ringu 0: Bâsudei,2000,2000-01-22,99,Japanese,Norio Tsuruta,"Hiroshi Takahashi, Kôji Suzuki",,6.0,7863,79,51,6.0,7863,6.0,5184,6.0,675,6.0,3439,6.1,960,6.2,1070,6.0,301,6.3,637,6.4,100,5.7,178,6.1,799,6.0,4861
USA,Drama, Horror,,tt0235751,Seeds,1968,1968-12-01,84,English,Andy Milligan,"John Borske, Andy Milligan",Aquarian Productions,4.9,268,11,12,4.9,268,5.0,201,5.5,14,5.4,95,4.2,89,5.0,8,0.0,0,5.4,5,3.3,3,4.5,35,5.3,100,4.7,106
Canada,Crime, Horror, Thriller,tt0235847,Urban Flesh,1999,1999-11-06,80,English,Alexandre Michaud,"A Normale Jef, Alexandre Michaud",Helltimate Studio,4.1,112,5,9,4.1,112,4.2,77,6.0,2,4.6,42,3.6,32,3.9,15,0.0,0,5.0,9,1.0,6,3.2,10,4.0,34,3.9,54
USA,Horror,,,tt0236126,A Crack in the Floor,2001,2001-04-24,90,English,"Sean Stanek, Corbin Timbrook","Corbin Timbrook, Sean Stanek",Norris Johnson Productions,3.2,951,47,4,3.2,951,3.1,545,3.5,52,2.8,306,3.6,178,3.0,211,1.7,30,3.8,153,2.8,25,3.5,40,3.5,303,2.8,424
Canada,Horror, Mystery, Thriller,tt0236283,Happy Hell Night,1992,1992-04-13,87,English,Brian Owens,"Michael Fitzpatrick, Brian Owens",PPI Camera Corporation,4.9,699,27,25,4.9,699,4.9,508,5.5,36,4.8,291,4.9,167,5.2,70,4.5,7,5.2,40,5.4,18,4.5,70,5.1,270,4.7,270
USA,Horror,,,tt0236502,Mirror Mirror 4: Reflections,2000,2000-05-01,86,English,Paulette Victor-Lifton,"Annette Cascone, Gina Cascone",,3.2,129,4,2,3.2,129,3.2,92,3.5,6,3.0,55,3.6,29,3.2,14,2.2,4,3.7,6,3.5,4,3.7,26,3.5,47,3.1,48
France,Horror, Thriller,,tt0236638,Promenons-nous dans les bois,2000,2000-06-14,90,French,Lionel Delplanque,"Lionel Delplanque, Annabelle Perrichon",Canal+,4.1,2345,42,50,4.1,2345,4.1,1570,4.1,81,4.1,988,4.1,467,4.5,238,4.6,26,4.6,161,4.6,48,4.1,103,4.9,322,4.0,1413
Japan,Crime, Drama, Horror,tt0237045,Bôkô Kirisaki Jakku,1976,1976-07-07,72,Japanese,Yasuharu Hasebe,Yasuharu Hasebe,Nikkatsu,6.3,418,16,27,6.3,418,6.2,317,6.6,32,6.3,183,5.9,94,6.2,37,7.4,7,6.5,21,3.9,9,5.7,42,6.3,108,6.2,226
UK,Horror,,,tt0237680,Sacred Flesh,2000,2000-03-17,75,English,Nigel Wingrove,Nigel Wingrove,Heretic Films (II),3.3,451,13,34,3.3,451,3.2,335,3.0,17,3.0,147,3.6,167,3.2,30,4.3,5,2.6,15,3.4,10,3.4,37,3.6,148,3.0,200
USA,Horror, Thriller,,tt0237706,The Sculptress,2000,2000-10-27,101,"English, Spanish",Ian Merrick,Ian Merrick,A Plus Entertainment,3.6,179,4,10,3.6,179,3.6,110,2.0,5,3.7,56,3.5,46,4.0,33,5.5,2,3.8,17,4.4,12,4.4,18,3.8,73,3.1,60
Australia,Horror, Thriller,,tt0238302,Innocent Prey,1989,1989-06-15,77,English,Colin Eggleston,"Colin Eggleston, Ron McLean",Crystal Film Corporation,5.0,125,9,10,5.0,125,5.1,89,6.0,4,5.2,55,4.7,28,4.5,4,4.0,1,4.0,1,5.0,2,4.7,23,5.5,35,4.8,54
USA,Drama, Fantasy, Horror,tt0238546,Queen of the Damned,2002,2002-04-12,101,English,Michael Rymer,"Anne Rice, Scott Abbott",Warner Bros.,5.3,50388,707,140,5.3,50388,5.0,26989,5.3,3423,5.0,18028,5.1,4799,6.0,13967,6.4,4203,5.9,7885,5.7,1349,4.6,421,5.3,11734,5.2,23743
Czech Republic,Drama, Fantasy, Horror,tt0239102,Kytice,2000,2000-12-07,81,Czech,F.A. Brabec,"Karel Jaromír Erben, Milos Macourek",Ceská Televize,7.2,1186,14,4,7.2,1186,7.0,681,6.9,102,7.1,435,6.3,128,7.8,289,8.1,85,7.7,164,7.2,30,5.0,38,6.9,70,7.2,806
Germany,Horror, Thriller, Mystery,tt0239406,Flashback - Mörderische Ferien,2000,2000-04-06,95,"German, French",Michael Karen,"Jimmy Sangster, Natalie Scharf",Clasart Film + TV Produktions GmbH,5.4,841,18,12,5.4,841,5.4,581,6.0,36,5.4,368,5.1,154,5.9,56,6.3,9,5.8,40,5.8,7,4.5,54,5.4,83,5.4,519
Australia,Drama, Horror, Thriller,tt0239548,Lady Stay Dead,1981,1981-09-10,92,English,Terry Bourke,Terry Bourke,Ryntare Productions,5.3,275,9,12,5.3,275,5.3,213,4.5,14,5.3,114,5.4,79,5.5,22,5.5,4,5.7,7,5.8,10,4.9,37,5.4,70,5.3,148
Canada,Comedy, Horror, Sci-Fi,tt0239969,Sexcula,1974,1974-01-01,87,English,John Holbrook,David F. Hurry,Frog Productions,4.0,286,2,21,4.0,286,4.0,230,4.7,33,4.0,135,3.9,58,4.5,22,7.5,4,4.7,15,3.5,2,3.1,25,4.2,72,4.0,165
South Korea,Horror, Thriller,,tt0240014,Toemarok,1998,1998-08-15,98,Korean,K.C. Park,"Woo-hyouk Lee, K.C. Park",JollyVision Entertainment,4.6,211,6,11,4.6,211,4.4,140,4.7,5,4.7,70,4.0,61,5.9,15,7.0,1,5.6,10,8.8,4,4.2,12,5.1,38,4.3,113
Japan,Crime, Drama, Horror,tt0240119,Tomie,1998,1999-03-06,95,Japanese,Ataru Oikawa,"Junji Ito, Ataru Oikawa",Daiei Studios,5.2,1505,28,31,5.2,1505,5.2,900,5.2,124,5.2,514,5.2,237,5.2,273,4.8,80,5.4,152,5.6,37,4.9,48,5.6,422,5.0,642
USA,Horror,,,tt0240585,The Horrible Dr. Bones,2000,2000-04-25,72,English,Ted Nicolaou,Raymond Forchion,Big City Pictures,1.9,291,15,7,1.9,291,1.9,189,1.6,12,1.8,105,2.2,70,2.2,41,1.0,8,6.3,17,2.2,14,2.1,29,2.7,106,1.6,116
USA,Horror,,,tt0240736,Moonstalker,1989,1989-01-01,92,English,Michael S. O'Rourke,Michael S. O'Rourke,Cinema and Theatre Seating Limited,4.8,311,15,8,4.8,311,4.8,246,5.2,36,4.8,141,4.6,62,4.5,26,5.0,1,4.7,16,4.3,8,4.4,33,5.1,127,4.3,115
South Korea,Drama, Horror, Mystery,tt0241073,Yeogo goedam,1998,1998-05-30,105,Korean,Ki-hyeong Park,"Jung-Ok In, Ki-hyeong Park",Cine-2000 Film Production,6.1,2806,31,33,6.1,2806,6.0,1671,6.2,239,6.0,1022,6.0,376,6.1,632,6.2,204,6.1,320,6.3,94,5.5,86,6.2,629,6.0,1430
USA,Horror,,,tt0241526,Hardcore Poisoned Eyes,2000,2000-01-01,87,English,Sal Ciavarello,Sal Ciavarello,Profound Images Productions,4.5,118,7,5,4.5,118,4.4,86,3.0,3,4.6,53,4.3,29,4.0,5,0.0,0,2.5,2,7.3,3,3.3,6,5.0,51,3.4,36
Spain,Horror, Thriller, Mystery,tt0242285,El arte de morir,2000,2000-03-31,102,Spanish,Álvaro Fernández Armero,"Curro Royo, Juan Vicente Pozuelo",Aurum Producciones,5.1,884,9,7,5.1,884,5.0,562,5.0,13,4.8,328,5.4,207,5.4,90,8.0,4,5.1,62,6.2,23,4.6,39,5.4,65,5.0,559
Mexico,Drama, Fantasy, Horror,tt0242601,El libro de piedra,1969,1969-07-18,99,Spanish,Carlos Enrique Taboada,"Carlos Enrique Taboada, Carlos Enrique Taboada",Producciones AGSA,7.3,803,12,9,7.3,803,7.2,543,7.3,74,7.3,307,6.5,140,7.8,121,7.1,23,7.9,68,7.7,23,4.9,43,7.4,111,7.2,465
USA,Horror, Mystery, Thriller,tt0242998,Valentine,2001,2001-04-13,96,English,Jamie Blanks,"Tom Savage, Donna Powers",Warner Bros.,4.8,23774,369,139,4.8,23774,4.7,14043,5.1,2148,4.6,9193,4.7,2344,5.2,4527,5.5,1123,5.1,2800,5.2,458,4.4,369,5.0,5654,4.7,11184
USA,Horror, Sci-Fi,,tt0243036,Years of the Beast,1981,1981-10-16,98,English,D. Paul Thomas,"Leon Chambers, Daniel L. Quick",,6.2,158,8,3,6.2,158,6.1,95,5.0,2,4.9,43,6.9,49,6.6,24,8.0,2,4.7,10,6.0,8,3.8,14,6.4,73,5.1,30
USA,Horror, Thriller,,tt0243428,Murderlust,1985,1987-06-01,90,English,Donald M. Jones,James C. Lane,,4.8,135,6,15,4.8,135,4.9,101,5.2,10,5.1,54,4.4,34,3.7,11,0.0,0,3.5,5,3.8,5,3.5,24,5.3,56,4.2,44
Sweden,Horror, Mystery, Sci-Fi,tt0243465,Det okända.,2000,2000-10-06,91,Swedish,Michael Hjorth,"Michael Hjorth, Tomas Tivemark",Action Film AB,5.4,1190,22,12,5.4,1190,5.4,811,5.1,77,5.4,546,5.5,177,5.4,125,4.5,13,5.5,84,6.1,27,4.8,33,5.9,59,5.4,842
USA,Horror,,,tt0243650,Voyeur.com,2000,2000-01-01,95,English,Serge Rodnunsky,Serge Rodnunsky,Rojak Films,1.8,482,11,3,1.8,482,1.8,352,1.7,39,1.8,226,2.0,85,1.7,64,2.0,18,1.7,29,1.3,15,2.1,22,1.9,159,1.8,255
USA,Horror,,,tt0244098,Night Screams,1987,1987-09-01,88,English,Allen Plone,"Mitch Brian, Dillis L. Hart II",Overseas FilmGroup,4.2,327,22,11,4.2,327,4.1,245,3.9,24,4.3,146,3.9,69,4.7,29,4.7,3,4.6,17,5.0,8,3.7,33,4.6,115,4.0,139
USA,Horror,,,tt0244099,Night Vision,1987,1987-01-01,102,English,Michael Krueger,"Michael Krueger, Nancy Gallanis",,4.7,100,8,2,4.7,100,4.6,72,4.1,6,4.9,33,4.7,30,5.1,10,6.0,2,5.3,3,4.5,4,3.8,18,4.7,62,4.2,19
France,Horror,,,tt0244167,La fiancée de Dracula,2002,2002-08-14,91,French,Jean Rollin,Jean Rollin,Avia Films,4.9,423,13,19,4.9,423,4.7,315,5.0,12,4.5,154,4.9,146,6.1,24,4.8,4,6.2,13,6.9,7,4.0,50,6.0,100,4.3,216
Greece,Crime, Horror, Thriller,tt0244199,"Tha se do stin Kolasi, agapi mou",1999,2003-04-18,110,Greek,Nikos Nikolaidis,Nikos Nikolaidis,Greek Film Center,6.4,304,2,3,6.4,304,6.2,211,6.2,38,6.2,126,6.2,42,7.0,52,7.3,17,6.7,21,8.0,12,5.7,15,6.5,28,6.2,212
USA,Crime, Horror, Drama,tt0244452,Campfire Stories,2001,2001-10-01,95,English,"Bob Cea, Andrzej Krakowski",Bob Cea,Campfire Stories Inc.,3.1,813,44,6,3.1,813,3.0,489,2.7,47,2.9,296,3.3,138,3.1,119,2.4,22,3.4,73,3.2,22,3.0,38,3.2,324,2.6,251
Italy,Comedy, Horror,,tt0244653,Medley - Brandelli di scuola,2000,2000-04-26,76,Italian,Jonathan Zarantonello,Jonathan Zarantonello,Medley Entertainment,3.9,121,3,2,3.9,121,3.8,82,4.7,3,3.8,57,3.4,20,4.2,10,3.8,4,4.7,3,3.0,3,3.2,6,4.4,17,3.8,71
USA,Horror,,,tt0244786,Sexbomb,1989,1989-11-28,86,English,Jeff Broadstreet,"Robert Benson, Robert Benson",Populuxe Pictures,4.8,126,7,0,4.8,126,4.8,98,4.8,5,4.6,55,5.2,35,3.4,5,4.0,1,1.0,2,4.5,2,4.7,20,4.9,57,4.7,40
USA,Horror,,,tt0244808,Soultangler,1987,1987-01-01,90,English,Pat Bishow,"John Bishow, Lance Laurie",,4.1,111,7,14,4.1,111,4.0,90,5.2,8,4.6,52,2.9,28,3.8,5,4.0,1,3.0,1,3.0,1,3.3,15,4.6,57,2.7,27
Japan,Drama, Fantasy, Horror,tt0244870,Uzumaki,2000,2000-02-11,90,Japanese,Higuchinsky,"Junji Ito, Kengo Kaji",Omega Micott Inc.,6.2,6892,85,110,6.2,6892,6.1,4456,5.9,601,6.2,2918,6.3,822,6.1,1058,5.9,311,6.3,599,6.4,121,5.7,121,6.4,1528,6.1,3488
USA,Horror,,,tt0244941,Horror 101,2001,2001-07-17,89,English,James Glenn Dudelson,"Valorie Connally, Jenny McPhee",,3.4,250,5,3,3.4,250,3.3,154,2.3,8,3.4,87,3.4,59,3.4,28,3.0,1,3.3,17,3.9,8,3.5,23,3.8,78,3.0,102
